model -1589867511,1589867638.202,0.66,0.1916,0.66,0.2302
model -1589867511,1589867638.613,0.74,0.1769,0.67,0.1929
model -1589867511,1589867638.97,0.74,0.1714,0.75,0.1503
model -1589867511,1589867639.328,0.76,0.1698,0.8,0.1527
model -1589867511,1589867639.652,0.78,0.158,0.64,0.2262
model -1589867511,1589867639.891,0.7,0.1791,0.73,0.1721
model -1589867511,1589867640.117,0.72,0.1947,0.69,0.1936
model -1589867511,1589867640.367,0.84,0.1444,0.59,0.2391
model -1589867511,1589867640.607,0.74,0.175,0.82,0.1593
model -1589867511,1589867640.886,0.75,0.1851,0.67,0.2035
model -1589867511,1589867641.067,0.81,0.142,0.71,0.185
model -1589867511,1589867641.287,0.75,0.1621,0.79,0.1578
model -1589867511,1589867641.521,0.76,0.1777,0.73,0.1723
model -1589867511,1589867641.834,0.8,0.1605,0.76,0.1826
model -1589867511,1589867642.066,0.69,0.1974,0.76,0.1617
model -1589867511,1589867642.286,0.65,0.2287,0.76,0.1622
model -1589867511,1589867642.536,0.68,0.2045,0.71,0.2078
model -1589867511,1589867642.75,0.78,0.1775,0.77,0.1714
model -1589867511,1589867643.097,0.64,0.2009,0.73,0.1802
model -1589867511,1589867643.415,0.79,0.1547,0.75,0.1639
model -1589867511,1589867643.658,0.76,0.1642,0.79,0.1639
model -1589867511,1589867643.88,0.69,0.2013,0.79,0.1686
model -1589867511,1589867644.087,0.78,0.1637,0.72,0.1655
model -1589867511,1589867644.295,0.79,0.1543,0.72,0.1893
model -1589867511,1589867644.506,0.76,0.1635,0.68,0.2277
model -1589867511,1589867644.713,0.68,0.2197,0.7,0.1941
model -1589867511,1589867644.924,0.74,0.1805,0.66,0.2043
model -1589867511,1589867645.145,0.81,0.142,0.63,0.2201
model -1589867511,1589867645.344,0.79,0.1729,0.75,0.1751
model -1589867511,1589867645.585,0.68,0.2032,0.69,0.2156
model -1589867511,1589867645.797,0.76,0.1621,0.73,0.2029
model -1589867511,1589867646.03,0.78,0.1584,0.69,0.1987
model -1589867511,1589867646.247,0.72,0.2053,0.69,0.2083
model -1589867511,1589867646.49,0.74,0.1808,0.84,0.1205
model -1589867511,1589867646.698,0.78,0.1497,0.7,0.1881
model -1589867511,1589867646.911,0.86,0.1248,0.76,0.1582
model -1589867511,1589867647.111,0.79,0.1575,0.8,0.1374
model -1589867511,1589867647.332,0.7,0.2018,0.78,0.1541
model -1589867511,1589867647.56,0.84,0.1446,0.72,0.1663
model -1589867511,1589867647.788,0.76,0.1798,0.65,0.2088
model -1589867511,1589867648.026,0.76,0.173,0.75,0.1809
model -1589867511,1589867648.249,0.77,0.1665,0.68,0.1961
model -1589867511,1589867648.461,0.76,0.14,0.69,0.1913
model -1589867511,1589867648.857,0.74,0.1857,0.76,0.1507
model -1589867511,1589867649.074,0.7,0.1937,0.76,0.1604
model -1589867511,1589867649.297,0.82,0.1445,0.74,0.1757
model -1589867511,1589867649.507,0.75,0.1677,0.71,0.1858
model -1589867511,1589867649.725,0.66,0.2139,0.73,0.1892
model -1589867511,1589867649.944,0.71,0.187,0.77,0.1736
model -1589867511,1589867650.162,0.71,0.2081,0.66,0.2096
model -1589867511,1589867650.372,0.7,0.1928,0.78,0.1583
model -1589867511,1589867650.591,0.74,0.1646,0.73,0.1915
model -1589867511,1589867650.797,0.77,0.1531,0.68,0.1959
model -1589867511,1589867651.02,0.75,0.1767,0.76,0.1607
model -1589867511,1589867651.235,0.81,0.1497,0.68,0.2063
model -1589867511,1589867651.482,0.77,0.1701,0.74,0.1862
model -1589867511,1589867651.709,0.64,0.2112,0.78,0.1801
model -1589867511,1589867651.913,0.74,0.1755,0.69,0.2033
model -1589867511,1589867652.117,0.68,0.1981,0.65,0.2073
model -1589867511,1589867652.355,0.8,0.1563,0.72,0.1836
model -1589867511,1589867652.574,0.75,0.1625,0.64,0.2241
model -1589867511,1589867652.79,0.73,0.1767,0.77,0.1841
model -1589867511,1589867652.992,0.79,0.1449,0.73,0.1707
model -1589867511,1589867653.216,0.75,0.1807,0.73,0.1813
model -1589867511,1589867653.425,0.7,0.1892,0.8,0.1669
model -1589867511,1589867653.65,0.7,0.1975,0.72,0.1635
model -1589867511,1589867653.864,0.63,0.2061,0.68,0.2
model -1589867511,1589867654.084,0.74,0.1656,0.74,0.1776
model -1589867511,1589867654.299,0.68,0.1962,0.75,0.1806
model -1589867511,1589867654.501,0.75,0.1792,0.74,0.1536
model -1589867511,1589867654.756,0.71,0.1623,0.69,0.2077
model -1589867511,1589867654.988,0.7,0.1989,0.63,0.199
model -1589867511,1589867655.22,0.82,0.1389,0.71,0.1946
model -1589867511,1589867655.447,0.68,0.196,0.66,0.1989
model -1589867511,1589867655.653,0.75,0.1733,0.74,0.1643
model -1589867511,1589867655.872,0.73,0.1823,0.77,0.1796
model -1589867511,1589867656.09,0.86,0.1269,0.77,0.1706
model -1589867511,1589867656.306,0.67,0.2222,0.72,0.1949
model -1589867511,1589867656.52,0.77,0.1641,0.76,0.1638
model -1589867511,1589867656.74,0.79,0.1601,0.73,0.1848
model -1589867511,1589867656.94,0.77,0.1526,0.79,0.1494
model -1589867511,1589867657.157,0.74,0.1674,0.69,0.2008
model -1589867511,1589867657.372,0.67,0.2022,0.66,0.2109
model -1589867511,1589867657.615,0.76,0.1655,0.75,0.1589
model -1589867511,1589867657.879,0.72,0.1728,0.67,0.2226
model -1589867511,1589867658.115,0.71,0.1859,0.73,0.203
model -1589867511,1589867658.365,0.71,0.1716,0.66,0.209
model -1589867511,1589867658.67,0.75,0.1758,0.66,0.213
model -1589867511,1589867659.093,0.65,0.2111,0.72,0.1696
model -1589867511,1589867659.475,0.78,0.1499,0.78,0.1761
model -1589867511,1589867660.034,0.68,0.2245,0.77,0.1782
model -1589867511,1589867660.533,0.66,0.2002,0.8,0.1516
model -1589867511,1589867660.972,0.73,0.2007,0.66,0.1969
model -1589867511,1589867661.479,0.71,0.1868,0.74,0.1699
model -1589867511,1589867661.877,0.74,0.1549,0.8,0.1364
model -1589867511,1589867662.286,0.79,0.1555,0.73,0.1615
model -1589867511,1589867662.781,0.77,0.1666,0.67,0.1979
model -1589867511,1589867663.25,0.71,0.1954,0.7,0.1906
model -1589867511,1589867663.655,0.81,0.1289,0.77,0.1497
model -1589867511,1589867664.088,0.76,0.1453,0.67,0.1934
model -1589867511,1589867664.459,0.72,0.1888,0.68,0.1993
model -1589867511,1589867664.904,0.69,0.201,0.74,0.1529
model -1589867511,1589867665.119,0.7,0.176,0.64,0.2269
model -1589867511,1589867665.322,0.76,0.1862,0.75,0.1557
model -1589867511,1589867665.531,0.72,0.1746,0.74,0.1559
model -1589867511,1589867665.738,0.73,0.187,0.7,0.2006
model -1589867511,1589867665.945,0.72,0.1852,0.82,0.1516
model -1589867511,1589867666.156,0.78,0.1545,0.67,0.2146
model -1589867511,1589867666.51,0.82,0.1413,0.8,0.1511
model -1589867511,1589867666.926,0.75,0.1518,0.75,0.1677
model -1589867511,1589867667.344,0.81,0.1416,0.78,0.1418
model -1589867511,1589867667.762,0.76,0.1591,0.77,0.1595
model -1589867511,1589867668.224,0.78,0.1456,0.73,0.1776
model -1589867511,1589867668.692,0.83,0.1335,0.74,0.1652
model -1589867511,1589867669.106,0.74,0.1732,0.78,0.1391
model -1589867511,1589867669.456,0.78,0.1624,0.76,0.1727
model -1589867511,1589867669.892,0.78,0.1644,0.79,0.1593
model -1589867511,1589867670.319,0.76,0.1705,0.68,0.1977
model -1589867511,1589867670.672,0.73,0.1738,0.73,0.171
model -1589867511,1589867671.056,0.72,0.1659,0.74,0.1603
model -1589867511,1589867671.403,0.84,0.1372,0.82,0.1393
model -1589867511,1589867671.75,0.69,0.187,0.78,0.1644
model -1589867511,1589867672.148,0.71,0.1578,0.86,0.1323
model -1589867511,1589867672.631,0.8,0.1686,0.78,0.167
model -1589867511,1589867673.128,0.71,0.181,0.77,0.1654
model -1589867511,1589867673.603,0.74,0.1615,0.76,0.1764
model -1589867511,1589867674.005,0.69,0.2043,0.74,0.1701
model -1589867511,1589867674.466,0.76,0.1533,0.65,0.2144
model -1589867511,1589867674.91,0.72,0.1912,0.66,0.2132
model -1589867511,1589867675.334,0.65,0.2335,0.75,0.1771
model -1589867511,1589867675.763,0.74,0.1786,0.67,0.2064
model -1589867511,1589867676.087,0.72,0.1688,0.78,0.1746
model -1589867511,1589867676.557,0.7,0.2004,0.74,0.1853
model -1589867511,1589867676.796,0.81,0.1425,0.82,0.1469
model -1589867511,1589867677.006,0.81,0.1314,0.66,0.2113
model -1589867511,1589867677.211,0.7,0.1914,0.84,0.1167
model -1589867511,1589867677.599,0.77,0.1682,0.74,0.1673
model -1589867511,1589867677.943,0.76,0.1822,0.66,0.209
model -1589867511,1589867678.19,0.74,0.1683,0.72,0.1902
model -1589867511,1589867678.401,0.68,0.2075,0.78,0.1562
model -1589867511,1589867678.62,0.73,0.1791,0.83,0.1328
model -1589867511,1589867678.896,0.81,0.1446,0.75,0.1834
model -1589867511,1589867679.124,0.72,0.1842,0.76,0.169
model -1589867511,1589867679.341,0.74,0.1748,0.71,0.2025
model -1589867511,1589867679.575,0.74,0.1792,0.7,0.1976
model -1589867511,1589867679.798,0.76,0.173,0.76,0.1519
model -1589867511,1589867679.998,0.8,0.1527,0.73,0.175
model -1589867511,1589867680.196,0.8,0.1741,0.75,0.1552
model -1589867511,1589867680.397,0.76,0.1534,0.75,0.1696
model -1589867511,1589867680.609,0.72,0.1694,0.77,0.1761
model -1589867511,1589867680.822,0.8,0.1379,0.79,0.1513
model -1589867511,1589867681.012,0.78,0.1668,0.72,0.1687
model -1589867511,1589867681.223,0.83,0.1339,0.83,0.1313
model -1589867511,1589867681.434,0.72,0.1781,0.78,0.147
model -1589867511,1589867681.647,0.84,0.1407,0.73,0.1868
model -1589867511,1589867681.843,0.8,0.1484,0.8,0.1269
model -1589867511,1589867682.044,0.67,0.1892,0.8,0.1494
model -1589867511,1589867682.24,0.68,0.2015,0.76,0.143
model -1589867511,1589867682.557,0.8,0.143,0.79,0.1437
model -1589867511,1589867682.997,0.8,0.1448,0.72,0.1864
model -1589867511,1589867683.442,0.85,0.1306,0.75,0.1687
model -1589867511,1589867683.92,0.69,0.1953,0.68,0.1993
model -1589867511,1589867684.357,0.72,0.1881,0.75,0.1618
model -1589867511,1589867684.826,0.76,0.1613,0.71,0.176
model -1589867511,1589867685.399,0.79,0.135,0.77,0.1657
model -1589867511,1589867685.832,0.81,0.1411,0.72,0.1727
model -1589867511,1589867686.403,0.85,0.1269,0.81,0.1416
model -1589867511,1589867686.909,0.79,0.1386,0.82,0.1283
model -1589867511,1589867687.364,0.76,0.1871,0.78,0.1534
model -1589867511,1589867687.808,0.73,0.1854,0.75,0.1595
model -1589867511,1589867688.265,0.67,0.2136,0.75,0.1733
model -1589867511,1589867688.662,0.72,0.1753,0.8,0.1491
model -1589867511,1589867689.063,0.78,0.1539,0.74,0.169
model -1589867511,1589867689.474,0.78,0.1691,0.73,0.1539
model -1589867511,1589867689.853,0.77,0.1399,0.71,0.1922
model -1589867511,1589867690.221,0.82,0.1476,0.84,0.1382
model -1589867511,1589867690.605,0.68,0.1808,0.83,0.1419
model -1589867511,1589867690.962,0.66,0.2076,0.82,0.1386
model -1589867511,1589867691.352,0.82,0.1347,0.69,0.2292
model -1589867511,1589867691.803,0.73,0.1764,0.65,0.2155
model -1589867511,1589867692.204,0.66,0.2312,0.74,0.1776
model -1589867511,1589867692.643,0.72,0.1685,0.79,0.1736
model -1589867511,1589867693.062,0.79,0.144,0.69,0.2201
model -1589867511,1589867693.521,0.66,0.2128,0.68,0.2069
model -1589867511,1589867693.896,0.7,0.2061,0.62,0.2397
model -1589867511,1589867694.239,0.76,0.1554,0.72,0.1812
model -1589867511,1589867694.611,0.86,0.1314,0.8,0.1445
model -1589867511,1589867694.967,0.66,0.2005,0.66,0.2197
model -1589867511,1589867695.324,0.77,0.1554,0.69,0.1989
model -1589867511,1589867695.754,0.74,0.1824,0.74,0.1829
model -1589867511,1589867696.19,0.75,0.165,0.72,0.1963
model -1589867511,1589867696.624,0.83,0.1312,0.73,0.1959
model -1589867511,1589867697.005,0.81,0.1507,0.79,0.15
model -1589867511,1589867697.376,0.77,0.1544,0.78,0.1573
model -1589867511,1589867697.714,0.72,0.1833,0.68,0.1976
model -1589867511,1589867698.057,0.74,0.181,0.66,0.2187
model -1589867511,1589867698.422,0.74,0.1844,0.77,0.1658
model -1589867511,1589867698.777,0.75,0.1692,0.77,0.1702
model -1589867511,1589867699.134,0.81,0.1555,0.75,0.1775
model -1589867511,1589867699.493,0.78,0.1586,0.85,0.1256
model -1589867511,1589867699.875,0.78,0.1687,0.78,0.1525
model -1589867511,1589867700.31,0.8,0.1506,0.76,0.1724
model -1589867511,1589867700.729,0.69,0.188,0.76,0.1654
model -1589867511,1589867701.069,0.75,0.1732,0.73,0.1761
model -1589867511,1589867701.406,0.73,0.1874,0.68,0.2058
model -1589867511,1589867701.617,0.73,0.1819,0.76,0.1746
model -1589867511,1589867701.826,0.82,0.127,0.71,0.1905
model -1589867511,1589867702.053,0.73,0.176,0.67,0.1845
model -1589867511,1589867702.261,0.74,0.1587,0.73,0.1768
model -1589867511,1589867702.467,0.74,0.1659,0.84,0.1388
model -1589867511,1589867702.726,0.73,0.1837,0.77,0.1433
model -1589867511,1589867703.185,0.77,0.1551,0.76,0.148
model -1589867511,1589867703.648,0.72,0.1858,0.78,0.158
model -1589867511,1589867704.13,0.71,0.1704,0.71,0.2039
model -1589867511,1589867704.529,0.73,0.1896,0.73,0.1772
model -1589867511,1589867704.939,0.73,0.1669,0.79,0.1735
model -1589867511,1589867705.354,0.8,0.1363,0.78,0.174
model -1589867511,1589867705.738,0.77,0.1621,0.73,0.1752
model -1589867511,1589867706.115,0.76,0.1622,0.75,0.1613
model -1589867511,1589867706.5,0.75,0.146,0.76,0.1644
model -1589867511,1589867706.856,0.76,0.1607,0.77,0.1461
model -1589867511,1589867707.338,0.8,0.1432,0.77,0.1431
model -1589867511,1589867707.712,0.82,0.1242,0.79,0.1564
model -1589867511,1589867708.069,0.71,0.1809,0.78,0.154
model -1589867511,1589867708.461,0.73,0.1687,0.73,0.1819
model -1589867511,1589867708.828,0.77,0.1694,0.67,0.1911
model -1589867511,1589867709.091,0.75,0.1637,0.86,0.1337
model -1589867511,1589867709.285,0.78,0.1533,0.79,0.1431
model -1589867511,1589867709.495,0.81,0.1401,0.77,0.1622
model -1589867511,1589867709.709,0.82,0.1403,0.67,0.2011
model -1589867511,1589867709.923,0.74,0.1593,0.7,0.1788
model -1589867511,1589867710.128,0.75,0.1725,0.76,0.1544
model -1589867511,1589867710.333,0.83,0.1312,0.66,0.2083
model -1589867511,1589867710.555,0.76,0.1596,0.75,0.1546
model -1589867511,1589867710.774,0.76,0.1634,0.69,0.1929
model -1589867511,1589867710.928,0.83,0.1219,0.77,0.1496
model -1589867511,1589867711.132,0.81,0.1341,0.78,0.155
model -1589867511,1589867711.329,0.77,0.1641,0.76,0.1597
model -1589867511,1589867711.56,0.79,0.1492,0.77,0.166
model -1589867511,1589867711.761,0.72,0.1834,0.72,0.1848
model -1589867511,1589867711.972,0.66,0.1994,0.73,0.1733
model -1589867511,1589867712.164,0.71,0.1922,0.76,0.1594
model -1589867511,1589867712.367,0.79,0.1511,0.73,0.1766
model -1589867511,1589867712.606,0.71,0.1789,0.68,0.2046
model -1589867511,1589867712.806,0.82,0.1407,0.67,0.1978
model -1589867511,1589867713.014,0.79,0.1473,0.8,0.1605
model -1589867511,1589867713.224,0.74,0.1736,0.8,0.1462
model -1589867511,1589867713.428,0.79,0.1585,0.8,0.1385
model -1589867511,1589867713.644,0.78,0.1451,0.67,0.1904
model -1589867511,1589867713.853,0.84,0.1418,0.8,0.1462
model -1589867511,1589867714.057,0.72,0.1905,0.75,0.1858
model -1589867511,1589867714.26,0.76,0.1695,0.79,0.1508
model -1589867511,1589867714.466,0.82,0.1329,0.75,0.176
model -1589867511,1589867714.681,0.8,0.1422,0.75,0.1646
model -1589867511,1589867714.889,0.78,0.1577,0.71,0.1948
model -1589867511,1589867715.106,0.78,0.1358,0.77,0.153
model -1589867511,1589867715.31,0.83,0.1286,0.73,0.1727
model -1589867511,1589867715.532,0.77,0.1682,0.78,0.1555
model -1589867511,1589867715.734,0.75,0.1721,0.74,0.1821
model -1589867511,1589867715.944,0.82,0.1132,0.77,0.1666
model -1589867511,1589867716.152,0.88,0.111,0.73,0.2002
model -1589867511,1589867716.357,0.82,0.1315,0.76,0.1483
model -1589867511,1589867716.571,0.76,0.1718,0.78,0.1632
model -1589867511,1589867716.769,0.83,0.1333,0.82,0.1326
model -1589867511,1589867716.973,0.76,0.1624,0.67,0.211
model -1589867511,1589867717.178,0.73,0.175,0.84,0.1231
model -1589867511,1589867717.375,0.77,0.1577,0.69,0.2117
model -1589867511,1589867717.595,0.81,0.1319,0.7,0.1867
model -1589867511,1589867717.792,0.76,0.1663,0.76,0.1482
model -1589867511,1589867717.994,0.73,0.1715,0.85,0.1278
model -1589867511,1589867718.199,0.8,0.1385,0.75,0.1676
model -1589867511,1589867718.406,0.76,0.1547,0.76,0.1878
model -1589867511,1589867718.618,0.7,0.1896,0.78,0.1601
model -1589867511,1589867718.821,0.74,0.1773,0.79,0.1509
model -1589867511,1589867719.024,0.72,0.1816,0.71,0.1789
model -1589867511,1589867719.231,0.76,0.1663,0.7,0.1921
model -1589867511,1589867719.439,0.78,0.1522,0.69,0.214
model -1589867511,1589867719.651,0.76,0.151,0.71,0.182
model -1589867511,1589867719.866,0.77,0.1651,0.8,0.1362
model -1589867511,1589867720.075,0.82,0.1456,0.71,0.1832
model -1589867511,1589867720.293,0.76,0.1565,0.74,0.1679
model -1589867511,1589867720.501,0.67,0.1783,0.79,0.1433
model -1589867511,1589867720.713,0.8,0.1617,0.82,0.1529
model -1589867511,1589867720.915,0.72,0.1716,0.76,0.1692
model -1589867511,1589867721.197,0.82,0.1373,0.67,0.208
model -1589867511,1589867721.406,0.8,0.1535,0.79,0.1558
model -1589867511,1589867721.609,0.79,0.1525,0.75,0.1737
model -1589867511,1589867721.819,0.79,0.1337,0.69,0.1823
model -1589867511,1589867722.103,0.74,0.1763,0.77,0.1566
model -1589867511,1589867722.332,0.79,0.1561,0.69,0.2018
model -1589867511,1589867722.588,0.74,0.1802,0.61,0.2259
model -1589867511,1589867722.845,0.7,0.1928,0.66,0.2275
model -1589867511,1589867723.1,0.78,0.1389,0.74,0.1757
model -1589867511,1589867723.355,0.71,0.1967,0.8,0.1493
model -1589867511,1589867723.615,0.74,0.1702,0.83,0.1258
model -1589867511,1589867723.875,0.79,0.1496,0.75,0.1669
model -1589867511,1589867724.119,0.79,0.1683,0.75,0.1677
model -1589867511,1589867724.365,0.84,0.1097,0.68,0.1822
model -1589867511,1589867724.585,0.77,0.1669,0.83,0.1242
model -1589867511,1589867724.796,0.74,0.162,0.76,0.1558
model -1589867511,1589867725.003,0.74,0.161,0.75,0.1618
model -1589867511,1589867725.203,0.88,0.1014,0.77,0.1536
model -1589867511,1589867725.425,0.71,0.2016,0.8,0.1468
model -1589867511,1589867725.626,0.83,0.1463,0.78,0.1646
model -1589867511,1589867725.84,0.79,0.1422,0.75,0.1721
model -1589867511,1589867726.038,0.79,0.1458,0.75,0.194
model -1589867511,1589867726.242,0.77,0.1518,0.69,0.1942
model -1589867511,1589867726.478,0.72,0.1772,0.76,0.1608
model -1589867511,1589867726.69,0.78,0.1501,0.72,0.2001
model -1589867511,1589867726.916,0.73,0.1511,0.74,0.1711
model -1589867511,1589867727.128,0.79,0.1454,0.79,0.1454
model -1589867511,1589867727.328,0.81,0.1302,0.82,0.1517
model -1589867511,1589867727.543,0.77,0.157,0.84,0.1285
model -1589867511,1589867727.746,0.7,0.1934,0.77,0.151
model -1589867511,1589867727.959,0.79,0.1375,0.84,0.1265
model -1589867511,1589867728.158,0.71,0.2002,0.69,0.1842
model -1589867511,1589867728.362,0.68,0.187,0.76,0.1648
model -1589867511,1589867728.578,0.77,0.1851,0.78,0.1291
model -1589867511,1589867728.813,0.7,0.1694,0.8,0.1445
model -1589867511,1589867729.02,0.81,0.137,0.75,0.1439
model -1589867511,1589867729.227,0.82,0.1337,0.71,0.1799
model -1589867511,1589867729.445,0.81,0.143,0.84,0.1195
model -1589867511,1589867729.679,0.76,0.16,0.66,0.2058
model -1589867511,1589867729.897,0.86,0.1023,0.85,0.1195
model -1589867511,1589867730.113,0.83,0.1157,0.81,0.1412
model -1589867511,1589867730.325,0.72,0.178,0.85,0.1172
model -1589867511,1589867730.546,0.71,0.1856,0.75,0.162
model -1589867511,1589867730.772,0.75,0.1523,0.77,0.1651
model -1589867511,1589867731.008,0.77,0.1723,0.8,0.1641
model -1589867511,1589867731.218,0.74,0.1699,0.78,0.1587
model -1589867511,1589867731.45,0.75,0.1737,0.68,0.1989
model -1589867511,1589867731.669,0.68,0.1833,0.79,0.1479
model -1589867511,1589867731.921,0.8,0.141,0.75,0.1695
model -1589867511,1589867732.141,0.85,0.1378,0.69,0.1821
model -1589867511,1589867732.352,0.81,0.1452,0.77,0.155
model -1589867511,1589867732.641,0.83,0.1165,0.81,0.1424
model -1589867511,1589867732.914,0.84,0.1267,0.77,0.1626
model -1589867511,1589867733.153,0.8,0.135,0.72,0.1805
model -1589867511,1589867733.369,0.79,0.1405,0.81,0.1354
model -1589867511,1589867733.592,0.77,0.1521,0.74,0.1646
model -1589867511,1589867733.791,0.78,0.1647,0.75,0.1673
model -1589867511,1589867734.018,0.77,0.1584,0.78,0.1632
model -1589867511,1589867734.224,0.75,0.17,0.81,0.1352
model -1589867511,1589867734.445,0.76,0.1504,0.83,0.1423
model -1589867511,1589867734.65,0.81,0.1422,0.82,0.1308
model -1589867511,1589867734.866,0.83,0.1352,0.71,0.2035
model -1589867511,1589867735.097,0.72,0.1653,0.68,0.2141
model -1589867511,1589867735.303,0.8,0.1421,0.76,0.1695
model -1589867511,1589867735.515,0.81,0.1611,0.72,0.1878
model -1589867511,1589867735.726,0.71,0.1746,0.73,0.1706
model -1589867511,1589867735.985,0.8,0.1443,0.76,0.1604
model -1589867511,1589867736.208,0.68,0.2161,0.81,0.1516
model -1589867511,1589867736.43,0.76,0.1567,0.76,0.1616
model -1589867511,1589867736.685,0.76,0.1671,0.72,0.1689
model -1589867511,1589867736.903,0.73,0.2047,0.79,0.158
model -1589867511,1589867737.153,0.77,0.1794,0.77,0.1546
model -1589867511,1589867737.363,0.77,0.1655,0.81,0.1515
model -1589867511,1589867737.587,0.75,0.1735,0.7,0.1942
model -1589867511,1589867737.82,0.83,0.1133,0.72,0.1914
model -1589867511,1589867738.065,0.84,0.1261,0.8,0.15
model -1589867511,1589867738.274,0.67,0.2006,0.78,0.164
model -1589867511,1589867738.489,0.75,0.1615,0.73,0.1691
model -1589867511,1589867738.745,0.74,0.1837,0.73,0.1733
model -1589867511,1589867738.96,0.81,0.142,0.68,0.2192
model -1589867511,1589867739.2,0.69,0.2157,0.77,0.1594
model -1589867511,1589867739.41,0.69,0.1943,0.77,0.1475
model -1589867511,1589867739.617,0.81,0.129,0.81,0.1387
model -1589867511,1589867739.846,0.72,0.1714,0.77,0.1695
model -1589867511,1589867740.069,0.79,0.1508,0.77,0.1708
model -1589867511,1589867740.281,0.74,0.1808,0.72,0.1926
model -1589867511,1589867740.486,0.7,0.1908,0.74,0.1642
model -1589867511,1589867740.727,0.79,0.1403,0.8,0.1463
model -1589867511,1589867740.979,0.8,0.1693,0.78,0.1587
model -1589867511,1589867741.197,0.8,0.135,0.73,0.1728
model -1589867511,1589867741.418,0.73,0.1546,0.8,0.1345
model -1589867511,1589867741.637,0.82,0.1378,0.8,0.168
model -1589867511,1589867741.845,0.76,0.1721,0.74,0.1832
model -1589867511,1589867742.059,0.79,0.1342,0.67,0.1984
model -1589867511,1589867742.289,0.73,0.1769,0.81,0.1625
model -1589867511,1589867742.526,0.83,0.1307,0.69,0.1953
model -1589867511,1589867742.746,0.79,0.1483,0.75,0.1811
model -1589867511,1589867742.986,0.68,0.1805,0.78,0.1503
model -1589867511,1589867743.213,0.7,0.1856,0.8,0.1406
model -1589867511,1589867743.43,0.81,0.1322,0.73,0.1633
model -1589867511,1589867743.646,0.82,0.1327,0.8,0.1471
model -1589867511,1589867744.004,0.83,0.125,0.78,0.1602
model -1589867511,1589867744.286,0.76,0.1754,0.7,0.2013
model -1589867511,1589867744.508,0.76,0.1689,0.81,0.1391
model -1589867511,1589867744.72,0.82,0.1485,0.74,0.18
model -1589867511,1589867744.958,0.83,0.1219,0.68,0.2022
model -1589867511,1589867745.308,0.82,0.1322,0.8,0.1522
model -1589867511,1589867745.671,0.89,0.1162,0.66,0.2059
model -1589867511,1589867746.004,0.78,0.1303,0.79,0.1349
model -1589867511,1589867746.269,0.78,0.1525,0.73,0.1704
model -1589867511,1589867746.507,0.75,0.1746,0.82,0.1146
model -1589867511,1589867746.786,0.7,0.1872,0.78,0.1364
model -1589867511,1589867747.004,0.74,0.1659,0.84,0.1271
model -1589867511,1589867747.221,0.77,0.138,0.83,0.1448
model -1589867511,1589867747.452,0.78,0.1521,0.84,0.1246
model -1589867511,1589867747.663,0.8,0.13,0.72,0.1841
model -1589867511,1589867747.895,0.85,0.1191,0.76,0.1491
model -1589867511,1589867748.112,0.74,0.155,0.79,0.1334
model -1589867511,1589867748.34,0.69,0.2077,0.75,0.1577
model -1589867511,1589867748.556,0.86,0.1138,0.77,0.1641
model -1589867511,1589867748.755,0.78,0.1425,0.74,0.1768
model -1589867511,1589867748.96,0.75,0.1928,0.72,0.1692
model -1589867511,1589867749.176,0.76,0.1748,0.72,0.1795
model -1589867511,1589867749.529,0.81,0.1377,0.76,0.1676
model -1589867511,1589867749.743,0.83,0.1424,0.68,0.2087
model -1589867511,1589867750.022,0.79,0.163,0.81,0.1296
model -1589867511,1589867750.256,0.8,0.1424,0.79,0.1474
model -1589867511,1589867750.49,0.76,0.1526,0.77,0.1509
model -1589867511,1589867750.738,0.72,0.1882,0.77,0.1757
model -1589867511,1589867751.022,0.82,0.1239,0.81,0.1558
model -1589867511,1589867751.257,0.8,0.1351,0.71,0.2006
model -1589867511,1589867751.501,0.8,0.1451,0.76,0.1406
model -1589867511,1589867751.721,0.83,0.1254,0.7,0.1848
model -1589867511,1589867751.928,0.86,0.1083,0.76,0.1728
model -1589867511,1589867752.151,0.81,0.1396,0.77,0.1486
model -1589867511,1589867752.371,0.73,0.1732,0.72,0.1779
model -1589867511,1589867752.615,0.79,0.1697,0.76,0.152
model -1589867511,1589867752.828,0.8,0.1339,0.77,0.1699
model -1589867511,1589867753.061,0.76,0.1632,0.7,0.1927
model -1589867511,1589867753.278,0.81,0.1379,0.79,0.1651
model -1589867511,1589867753.51,0.83,0.1419,0.81,0.1362
model -1589867511,1589867753.739,0.77,0.1683,0.81,0.1345
model -1589867511,1589867753.985,0.85,0.1274,0.77,0.145
model -1589867511,1589867754.232,0.71,0.1763,0.74,0.1667
model -1589867511,1589867754.456,0.78,0.1497,0.7,0.1903
model -1589867511,1589867754.689,0.79,0.1622,0.86,0.119
model -1589867511,1589867754.913,0.79,0.1493,0.72,0.1886
model -1589867511,1589867755.121,0.85,0.1016,0.69,0.1797
model -1589867511,1589867755.354,0.74,0.1568,0.74,0.1616
model -1589867511,1589867755.782,0.72,0.1608,0.8,0.1441
model -1589867511,1589867756.332,0.8,0.1369,0.84,0.13
model -1589867511,1589867756.946,0.69,0.1978,0.76,0.1638
model -1589867511,1589867757.5,0.8,0.1286,0.84,0.1365
model -1589867511,1589867758.154,0.69,0.1891,0.86,0.1095
model -1589867511,1589867758.786,0.77,0.1288,0.73,0.1881
model -1589867511,1589867759.419,0.79,0.1318,0.74,0.1662
