model -1589867511,1589867549.93,0.62,0.2242,0.51,0.2471
model -1589867511,1589867550.184,0.64,0.2126,0.56,0.2401
model -1589867511,1589867550.408,0.63,0.2192,0.56,0.2419
model -1589867511,1589867550.629,0.61,0.2454,0.68,0.2076
model -1589867511,1589867550.847,0.66,0.2303,0.63,0.2272
model -1589867511,1589867551.072,0.66,0.2127,0.63,0.2406
model -1589867511,1589867551.318,0.63,0.2259,0.57,0.2469
model -1589867511,1589867551.526,0.61,0.2179,0.63,0.2142
model -1589867511,1589867551.731,0.57,0.258,0.56,0.2475
model -1589867511,1589867551.955,0.58,0.2579,0.56,0.2555
model -1589867511,1589867552.177,0.59,0.2467,0.61,0.233
model -1589867511,1589867552.464,0.63,0.2097,0.61,0.2291
model -1589867511,1589867552.771,0.64,0.231,0.73,0.2094
model -1589867511,1589867553.084,0.69,0.2003,0.71,0.2066
model -1589867511,1589867553.379,0.64,0.2261,0.6,0.2494
model -1589867511,1589867553.677,0.61,0.2481,0.59,0.2335
model -1589867511,1589867554.021,0.5,0.2683,0.54,0.2491
model -1589867511,1589867554.371,0.62,0.2314,0.68,0.2257
model -1589867511,1589867554.732,0.51,0.2542,0.61,0.2329
model -1589867511,1589867554.992,0.63,0.2356,0.6,0.2302
model -1589867511,1589867555.31,0.64,0.2276,0.58,0.2395
model -1589867511,1589867555.692,0.59,0.2387,0.63,0.2205
model -1589867511,1589867556.055,0.63,0.2264,0.64,0.2179
model -1589867511,1589867556.455,0.61,0.2326,0.55,0.2462
model -1589867511,1589867556.808,0.6,0.2351,0.62,0.2221
model -1589867511,1589867557.091,0.65,0.2268,0.58,0.242
model -1589867511,1589867557.407,0.68,0.2183,0.56,0.2408
model -1589867511,1589867557.701,0.61,0.2353,0.63,0.2377
model -1589867511,1589867557.973,0.63,0.2343,0.69,0.2185
model -1589867511,1589867558.254,0.59,0.2186,0.6,0.24
model -1589867511,1589867558.475,0.66,0.2215,0.58,0.2299
model -1589867511,1589867558.766,0.62,0.2293,0.62,0.2408
model -1589867511,1589867559.111,0.62,0.2276,0.67,0.2138
model -1589867511,1589867559.48,0.53,0.237,0.63,0.2207
model -1589867511,1589867559.854,0.58,0.2476,0.59,0.2404
model -1589867511,1589867560.206,0.62,0.2211,0.51,0.2555
model -1589867511,1589867560.611,0.58,0.2341,0.72,0.2125
model -1589867511,1589867560.939,0.61,0.2312,0.66,0.2244
model -1589867511,1589867561.254,0.74,0.2089,0.65,0.2269
model -1589867511,1589867561.548,0.6,0.2251,0.63,0.2359
model -1589867511,1589867561.836,0.64,0.2204,0.64,0.2215
model -1589867511,1589867562.127,0.56,0.2509,0.63,0.2157
model -1589867511,1589867562.453,0.61,0.2357,0.55,0.2428
model -1589867511,1589867562.761,0.65,0.2199,0.6,0.2234
model -1589867511,1589867563.076,0.62,0.2318,0.66,0.2121
model -1589867511,1589867563.352,0.64,0.2219,0.63,0.2268
model -1589867511,1589867563.722,0.64,0.2156,0.53,0.2514
model -1589867511,1589867564.003,0.65,0.2189,0.69,0.2171
model -1589867511,1589867564.313,0.61,0.2302,0.67,0.2187
model -1589867511,1589867564.617,0.62,0.2236,0.55,0.2476
model -1589867511,1589867564.961,0.57,0.232,0.7,0.198
model -1589867511,1589867565.258,0.6,0.2378,0.55,0.2306
model -1589867511,1589867565.545,0.58,0.2371,0.56,0.2499
model -1589867511,1589867565.964,0.62,0.2163,0.67,0.2302
model -1589867511,1589867566.266,0.57,0.2354,0.62,0.2337
model -1589867511,1589867566.591,0.6,0.2257,0.52,0.2454
model -1589867511,1589867566.895,0.6,0.23,0.63,0.216
model -1589867511,1589867567.182,0.67,0.2378,0.61,0.2345
model -1589867511,1589867567.48,0.62,0.2241,0.62,0.2375
model -1589867511,1589867567.762,0.54,0.2458,0.65,0.2237
model -1589867511,1589867568.093,0.71,0.2106,0.55,0.2367
model -1589867511,1589867568.381,0.58,0.234,0.56,0.2351
model -1589867511,1589867568.63,0.63,0.2158,0.54,0.2322
model -1589867511,1589867568.844,0.59,0.227,0.62,0.2293
model -1589867511,1589867569.074,0.58,0.2337,0.62,0.2365
model -1589867511,1589867569.281,0.64,0.216,0.61,0.2197
model -1589867511,1589867569.495,0.59,0.2253,0.67,0.2214
model -1589867511,1589867569.709,0.57,0.2335,0.68,0.2122
model -1589867511,1589867569.933,0.64,0.2315,0.57,0.2343
model -1589867511,1589867570.146,0.67,0.2079,0.67,0.2163
model -1589867511,1589867570.359,0.64,0.2223,0.61,0.2194
model -1589867511,1589867570.563,0.65,0.1981,0.59,0.2201
model -1589867511,1589867570.769,0.61,0.2218,0.64,0.2125
model -1589867511,1589867571.01,0.64,0.2134,0.62,0.2202
model -1589867511,1589867571.265,0.61,0.2392,0.57,0.2377
model -1589867511,1589867571.471,0.62,0.2104,0.68,0.211
model -1589867511,1589867571.693,0.65,0.21,0.57,0.2304
model -1589867511,1589867571.89,0.65,0.2343,0.58,0.2326
model -1589867511,1589867572.128,0.6,0.2238,0.61,0.2349
model -1589867511,1589867572.327,0.72,0.2005,0.59,0.2319
model -1589867511,1589867572.55,0.69,0.1959,0.72,0.181
model -1589867511,1589867572.765,0.6,0.2432,0.58,0.2402
model -1589867511,1589867572.914,0.67,0.1906,0.65,0.2218
model -1589867511,1589867573.14,0.62,0.2273,0.66,0.2136
model -1589867511,1589867573.353,0.59,0.2316,0.64,0.2346
model -1589867511,1589867573.562,0.68,0.2307,0.67,0.2065
model -1589867511,1589867573.762,0.68,0.2186,0.68,0.1957
model -1589867511,1589867573.967,0.63,0.2428,0.54,0.2462
model -1589867511,1589867574.188,0.57,0.2354,0.57,0.2405
model -1589867511,1589867574.39,0.63,0.224,0.62,0.2252
model -1589867511,1589867574.605,0.6,0.2358,0.59,0.2303
model -1589867511,1589867574.814,0.65,0.2244,0.7,0.2037
model -1589867511,1589867575.025,0.72,0.2138,0.69,0.2051
model -1589867511,1589867575.251,0.57,0.2329,0.58,0.2319
model -1589867511,1589867575.547,0.68,0.2123,0.77,0.2006
model -1589867511,1589867575.862,0.64,0.2098,0.71,0.2073
model -1589867511,1589867576.171,0.65,0.2105,0.72,0.2005
model -1589867511,1589867576.487,0.56,0.2471,0.63,0.2288
model -1589867511,1589867576.813,0.6,0.2405,0.73,0.2067
model -1589867511,1589867577.224,0.69,0.1898,0.73,0.1986
model -1589867511,1589867577.564,0.7,0.2048,0.69,0.2271
model -1589867511,1589867577.928,0.63,0.2276,0.55,0.2323
model -1589867511,1589867578.238,0.75,0.2011,0.71,0.2017
model -1589867511,1589867578.532,0.72,0.1952,0.61,0.2344
model -1589867511,1589867578.834,0.66,0.2197,0.63,0.2327
model -1589867511,1589867579.15,0.66,0.2227,0.66,0.2163
model -1589867511,1589867579.445,0.69,0.1911,0.6,0.224
model -1589867511,1589867579.743,0.72,0.2003,0.71,0.2008
model -1589867511,1589867580.036,0.69,0.2111,0.65,0.2217
model -1589867511,1589867580.306,0.64,0.2166,0.63,0.2224
model -1589867511,1589867580.519,0.72,0.1942,0.56,0.2367
model -1589867511,1589867580.717,0.62,0.2306,0.74,0.1796
model -1589867511,1589867580.928,0.63,0.215,0.76,0.1711
model -1589867511,1589867581.131,0.62,0.2215,0.72,0.2064
model -1589867511,1589867581.339,0.7,0.1844,0.62,0.2235
model -1589867511,1589867581.546,0.69,0.2129,0.63,0.2144
model -1589867511,1589867581.747,0.58,0.2414,0.66,0.2046
model -1589867511,1589867581.956,0.75,0.1764,0.65,0.2154
model -1589867511,1589867582.16,0.67,0.2008,0.67,0.2066
model -1589867511,1589867582.377,0.58,0.2467,0.66,0.2168
model -1589867511,1589867582.595,0.63,0.2264,0.72,0.1968
model -1589867511,1589867582.908,0.61,0.2278,0.63,0.2359
model -1589867511,1589867583.225,0.66,0.2186,0.59,0.234
model -1589867511,1589867583.57,0.66,0.2044,0.64,0.2058
model -1589867511,1589867583.891,0.74,0.1745,0.75,0.1748
model -1589867511,1589867584.182,0.68,0.2165,0.64,0.2188
model -1589867511,1589867584.513,0.78,0.1749,0.63,0.2302
model -1589867511,1589867584.86,0.69,0.2059,0.59,0.2362
model -1589867511,1589867585.19,0.6,0.233,0.68,0.2065
model -1589867511,1589867585.494,0.65,0.2023,0.66,0.2154
model -1589867511,1589867585.807,0.65,0.217,0.64,0.2185
model -1589867511,1589867586.105,0.7,0.1868,0.64,0.2244
model -1589867511,1589867586.453,0.73,0.1924,0.7,0.1956
model -1589867511,1589867586.759,0.7,0.2038,0.73,0.1927
model -1589867511,1589867587.042,0.74,0.1832,0.74,0.1806
model -1589867511,1589867587.363,0.67,0.1906,0.64,0.2215
model -1589867511,1589867587.674,0.63,0.2324,0.72,0.2034
model -1589867511,1589867587.968,0.67,0.2143,0.75,0.1893
model -1589867511,1589867588.261,0.65,0.2244,0.7,0.209
model -1589867511,1589867588.555,0.71,0.1814,0.7,0.2002
model -1589867511,1589867588.853,0.6,0.2302,0.74,0.1959
model -1589867511,1589867589.146,0.69,0.2083,0.7,0.2057
model -1589867511,1589867589.451,0.69,0.1912,0.73,0.1888
model -1589867511,1589867589.688,0.72,0.2078,0.71,0.2069
model -1589867511,1589867589.901,0.75,0.1793,0.64,0.1991
model -1589867511,1589867590.107,0.66,0.2146,0.65,0.2016
model -1589867511,1589867590.307,0.66,0.1991,0.72,0.1952
model -1589867511,1589867590.535,0.72,0.2072,0.73,0.1869
model -1589867511,1589867590.752,0.77,0.1662,0.65,0.2015
model -1589867511,1589867590.953,0.64,0.2356,0.7,0.1909
model -1589867511,1589867591.159,0.73,0.186,0.59,0.2426
model -1589867511,1589867591.365,0.67,0.2076,0.68,0.208
model -1589867511,1589867591.598,0.72,0.1757,0.69,0.2033
model -1589867511,1589867591.815,0.75,0.1792,0.69,0.2187
model -1589867511,1589867592.021,0.64,0.2313,0.72,0.2049
model -1589867511,1589867592.289,0.67,0.2083,0.68,0.193
model -1589867511,1589867592.6,0.68,0.2064,0.68,0.2015
model -1589867511,1589867592.935,0.62,0.226,0.73,0.1793
model -1589867511,1589867593.332,0.75,0.1743,0.65,0.2146
model -1589867511,1589867593.675,0.66,0.2076,0.74,0.1776
model -1589867511,1589867594.042,0.67,0.222,0.75,0.1754
model -1589867511,1589867594.337,0.75,0.1718,0.69,0.2006
model -1589867511,1589867594.664,0.59,0.235,0.72,0.2043
model -1589867511,1589867594.972,0.67,0.2209,0.64,0.2068
model -1589867511,1589867595.27,0.61,0.2341,0.57,0.2266
model -1589867511,1589867595.585,0.66,0.2034,0.65,0.2221
model -1589867511,1589867595.891,0.7,0.1873,0.67,0.2018
model -1589867511,1589867596.192,0.71,0.1905,0.78,0.1725
model -1589867511,1589867596.459,0.74,0.187,0.73,0.1833
model -1589867511,1589867596.685,0.65,0.2144,0.64,0.2269
model -1589867511,1589867596.9,0.68,0.1951,0.71,0.1822
model -1589867511,1589867597.105,0.79,0.1648,0.65,0.2021
model -1589867511,1589867597.305,0.65,0.2268,0.66,0.2106
model -1589867511,1589867597.518,0.63,0.2334,0.65,0.2408
model -1589867511,1589867597.74,0.57,0.2527,0.76,0.1708
model -1589867511,1589867597.942,0.69,0.2108,0.64,0.2316
model -1589867511,1589867598.144,0.71,0.203,0.67,0.1968
model -1589867511,1589867598.354,0.59,0.2297,0.64,0.2209
model -1589867511,1589867598.558,0.6,0.2421,0.66,0.2043
model -1589867511,1589867598.78,0.63,0.2047,0.74,0.1717
model -1589867511,1589867598.995,0.8,0.1771,0.72,0.2021
model -1589867511,1589867599.196,0.74,0.1968,0.75,0.1944
model -1589867511,1589867599.413,0.72,0.1957,0.66,0.2023
model -1589867511,1589867599.621,0.74,0.2008,0.72,0.1924
model -1589867511,1589867599.83,0.73,0.1911,0.66,0.2265
model -1589867511,1589867600.045,0.78,0.1735,0.64,0.212
model -1589867511,1589867600.247,0.72,0.1908,0.71,0.2004
model -1589867511,1589867600.455,0.71,0.2013,0.71,0.1997
model -1589867511,1589867600.654,0.71,0.1953,0.74,0.1941
model -1589867511,1589867600.855,0.69,0.1931,0.75,0.1793
model -1589867511,1589867601.081,0.64,0.2129,0.72,0.1853
model -1589867511,1589867601.337,0.76,0.1751,0.68,0.2402
model -1589867511,1589867601.647,0.71,0.2027,0.67,0.2159
model -1589867511,1589867601.973,0.67,0.221,0.73,0.1906
model -1589867511,1589867602.295,0.72,0.1831,0.73,0.1797
model -1589867511,1589867602.667,0.72,0.1898,0.7,0.205
model -1589867511,1589867603.037,0.67,0.2256,0.71,0.2053
model -1589867511,1589867603.345,0.78,0.1681,0.62,0.211
model -1589867511,1589867603.669,0.62,0.2396,0.68,0.2207
model -1589867511,1589867603.995,0.76,0.1786,0.67,0.2136
model -1589867511,1589867604.327,0.74,0.1774,0.77,0.1723
model -1589867511,1589867604.677,0.63,0.2111,0.77,0.1858
model -1589867511,1589867605.042,0.64,0.2047,0.74,0.181
model -1589867511,1589867605.398,0.71,0.1805,0.75,0.2046
model -1589867511,1589867605.775,0.69,0.206,0.71,0.2059
model -1589867511,1589867606.164,0.79,0.1554,0.69,0.1901
model -1589867511,1589867606.516,0.71,0.1663,0.69,0.1909
model -1589867511,1589867606.837,0.64,0.2172,0.6,0.2121
model -1589867511,1589867607.162,0.67,0.2064,0.69,0.2013
model -1589867511,1589867607.479,0.65,0.2168,0.65,0.2225
model -1589867511,1589867607.821,0.65,0.2061,0.71,0.1908
model -1589867511,1589867608.269,0.65,0.2268,0.7,0.1837
model -1589867511,1589867608.687,0.71,0.2039,0.75,0.1653
model -1589867511,1589867609.052,0.78,0.1703,0.69,0.1825
model -1589867511,1589867609.382,0.67,0.211,0.67,0.2116
model -1589867511,1589867609.728,0.68,0.2051,0.62,0.2073
model -1589867511,1589867610.036,0.74,0.1861,0.74,0.1877
model -1589867511,1589867610.35,0.75,0.1784,0.73,0.1838
model -1589867511,1589867610.672,0.82,0.16,0.73,0.1873
model -1589867511,1589867610.99,0.72,0.1979,0.71,0.1893
model -1589867511,1589867611.32,0.7,0.1746,0.64,0.2209
model -1589867511,1589867611.592,0.67,0.1919,0.72,0.1934
model -1589867511,1589867611.817,0.78,0.1563,0.7,0.1828
model -1589867511,1589867612.026,0.76,0.166,0.77,0.1511
model -1589867511,1589867612.262,0.77,0.1595,0.69,0.1901
model -1589867511,1589867612.477,0.7,0.1925,0.76,0.1728
model -1589867511,1589867612.678,0.71,0.1809,0.65,0.2051
model -1589867511,1589867612.882,0.76,0.1773,0.72,0.1861
model -1589867511,1589867613.234,0.68,0.2053,0.66,0.2152
model -1589867511,1589867613.493,0.65,0.2305,0.74,0.1848
model -1589867511,1589867613.718,0.76,0.1554,0.71,0.1836
model -1589867511,1589867613.94,0.76,0.1711,0.66,0.2122
model -1589867511,1589867614.284,0.8,0.1463,0.63,0.2395
model -1589867511,1589867614.66,0.68,0.2271,0.74,0.1685
model -1589867511,1589867615.149,0.69,0.2048,0.65,0.2166
model -1589867511,1589867615.615,0.68,0.2042,0.77,0.1548
model -1589867511,1589867616.054,0.71,0.1778,0.76,0.1631
model -1589867511,1589867616.529,0.75,0.1716,0.66,0.1847
model -1589867511,1589867616.981,0.77,0.1572,0.61,0.2377
model -1589867511,1589867617.436,0.76,0.1626,0.69,0.1909
model -1589867511,1589867617.862,0.7,0.2115,0.72,0.1898
model -1589867511,1589867618.245,0.71,0.2033,0.75,0.1628
model -1589867511,1589867618.623,0.65,0.2209,0.71,0.1927
model -1589867511,1589867618.978,0.69,0.206,0.74,0.1736
model -1589867511,1589867619.338,0.73,0.1857,0.68,0.1995
model -1589867511,1589867619.678,0.69,0.1922,0.73,0.1775
model -1589867511,1589867619.921,0.75,0.1676,0.74,0.1864
model -1589867511,1589867620.159,0.71,0.195,0.64,0.199
model -1589867511,1589867620.389,0.71,0.1889,0.74,0.1802
model -1589867511,1589867620.622,0.7,0.1983,0.64,0.2382
model -1589867511,1589867620.9,0.76,0.1853,0.72,0.1757
model -1589867511,1589867621.277,0.69,0.1893,0.68,0.1977
model -1589867511,1589867621.655,0.67,0.2055,0.69,0.2156
model -1589867511,1589867621.986,0.74,0.1579,0.67,0.2267
model -1589867511,1589867622.321,0.73,0.1776,0.71,0.1934
model -1589867511,1589867622.668,0.68,0.2046,0.72,0.1967
model -1589867511,1589867623.036,0.73,0.185,0.72,0.1998
model -1589867511,1589867623.45,0.78,0.1554,0.6,0.2629
model -1589867511,1589867623.787,0.78,0.1696,0.68,0.2069
model -1589867511,1589867624.131,0.64,0.2256,0.77,0.1699
model -1589867511,1589867624.461,0.76,0.1722,0.73,0.1697
model -1589867511,1589867624.786,0.71,0.1851,0.67,0.1945
model -1589867511,1589867625.116,0.65,0.1877,0.63,0.2175
model -1589867511,1589867625.447,0.71,0.1713,0.71,0.2078
model -1589867511,1589867625.829,0.75,0.1668,0.67,0.2028
model -1589867511,1589867626.179,0.76,0.1719,0.73,0.1911
model -1589867511,1589867626.579,0.68,0.22,0.68,0.1991
model -1589867511,1589867627.069,0.75,0.1821,0.69,0.1898
model -1589867511,1589867627.531,0.74,0.1872,0.68,0.1933
model -1589867511,1589867627.914,0.7,0.1848,0.64,0.1982
model -1589867511,1589867628.306,0.71,0.1811,0.73,0.1696
model -1589867511,1589867628.699,0.8,0.1674,0.81,0.1498
model -1589867511,1589867629.08,0.71,0.1833,0.78,0.1638
model -1589867511,1589867629.469,0.75,0.1641,0.64,0.222
model -1589867511,1589867629.819,0.69,0.1905,0.73,0.1802
model -1589867511,1589867630.189,0.69,0.1894,0.58,0.2628
model -1589867511,1589867630.54,0.73,0.2054,0.74,0.1806
model -1589867511,1589867630.861,0.71,0.2051,0.76,0.1559
model -1589867511,1589867631.191,0.77,0.1451,0.76,0.1682
model -1589867511,1589867631.527,0.74,0.1751,0.73,0.1772
model -1589867511,1589867631.85,0.73,0.179,0.76,0.1706
model -1589867511,1589867632.199,0.74,0.1755,0.73,0.1696
model -1589867511,1589867632.538,0.69,0.2022,0.78,0.1631
model -1589867511,1589867632.901,0.77,0.1701,0.69,0.2064
model -1589867511,1589867633.302,0.7,0.2004,0.63,0.2052
model -1589867511,1589867633.646,0.72,0.1755,0.73,0.1834
model -1589867511,1589867634.012,0.68,0.1911,0.72,0.1798
model -1589867511,1589867634.459,0.69,0.1908,0.76,0.1572
model -1589867511,1589867634.908,0.79,0.1673,0.71,0.1892
model -1589867511,1589867635.275,0.78,0.1666,0.67,0.1892
model -1589867511,1589867635.655,0.73,0.1761,0.75,0.1619
model -1589867511,1589867636.019,0.74,0.1658,0.76,0.1656
model -1589867511,1589867636.415,0.73,0.1873,0.73,0.1724
model -1589867511,1589867636.801,0.81,0.1604,0.69,0.2033
model -1589867511,1589867637.15,0.78,0.1483,0.69,0.1782
model -1589867511,1589867637.504,0.68,0.1949,0.73,0.1745
model -1589867511,1589867637.842,0.74,0.1659,0.77,0.1561
